HX332803,14/7/5,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CLEANING STORE,Y,N,822
HX332794,14/7/5,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY/VEH PARKING LOT,Y,N,531
HX332807,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,823
HX332809,14/7/5,NARCOTICS,POSS: BARBITUATES,STREET,Y,N,422
HX332806,14/7/5,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,Y,N,2532
HX332810,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1021
HX332808,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,133
HX333268,14/7/5,THEFT,$500 AND UNDER,STREET,N,N,523
HX333411,14/7/5,THEFT,$500 AND UNDER,RESIDENCE,N,N,611
HX332819,14/7/5,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1833
HX332924,14/7/5,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,723
HX332811,14/7/5,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),Y,N,915
HX332859,14/7/5,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,Y,Y,1122
HX332825,14/7/5,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,Y,N,1131
HX332864,14/7/5,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),Y,N,1034
HX332815,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,Y,N,2533
HX333871,14/7/5,THEFT,OVER $500,STREET,N,N,314
HX332828,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,1115
HX332841,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,Y,N,2532
HX332830,14/7/5,BATTERY,SIMPLE,RESIDENCE,N,N,1113
HX332813,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,322
HX332822,14/7/5,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1513
HX332847,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1034
HX333016,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1632
HX333222,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,912
HX333400,14/7/5,THEFT,OVER $500,STREET,N,N,1924
HX333001,14/7/5,ROBBERY,STRONGARM - NO WEAPON,STREET,N,N,324
HX333460,14/7/5,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2023
HX333178,14/7/5,THEFT,OVER $500,ALLEY,N,N,1511
HX332872,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1821
HX335034,14/7/5,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1831
HX335117,14/7/5,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,N,N,1233
HX334691,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,OTHER,N,N,1934
HX333890,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2431
HX333338,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1433
HX333564,14/7/5,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,1111
HX332850,14/7/5,ASSAULT,AGGRAVATED PO: HANDGUN,ALLEY,Y,N,735
HX332875,14/7/5,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,ALLEY,Y,N,735
HX332834,14/7/5,NARCOTICS,POSS: COCAINE,STREET,Y,N,2413
HX332843,14/7/5,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENTIAL YARD (FRONT/BACK),Y,N,412
HX332888,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,221
HX332835,14/7/5,GAMBLING,GAME/DICE,SIDEWALK,Y,N,1513
HX332837,14/7/5,BATTERY,SIMPLE,BAR OR TAVERN,Y,N,1212
HX332845,14/7/5,NARCOTICS,POSS: CRACK,RESIDENTIAL YARD (FRONT/BACK),Y,N,1113
HX332851,14/7/5,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,Y,N,731
HX332867,14/7/5,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,Y,N,2523
HX332860,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,1522
HX332882,14/7/5,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),N,N,1433
HX332879,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2024
HX333350,14/7/5,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1623
HX332897,14/7/5,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,N,N,1432
HX332904,14/7/5,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,N,N,2222
HX332877,14/7/5,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,Y,N,1913
HX332870,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,Y,1731
HX405631,14/7/5,DECEPTIVE PRACTICE,THEFT BY LESSEE|MOTOR VEH,OTHER,N,N,814
HX334681,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,925
HX332921,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,Y,N,835
HX332869,14/7/5,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,Y,N,1924
HX332906,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1914
HX332922,14/7/5,THEFT,RETAIL THEFT,GAS STATION,Y,N,1022
HX334752,14/7/5,BATTERY,SIMPLE,STREET,N,N,726
HX336773,14/7/5,THEFT,FROM BUILDING,APARTMENT,N,N,1533
HX332923,14/7/5,BURGLARY,HOME INVASION,RESIDENCE,N,N,612
HX333258,14/7/5,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1512
HX333223,14/7/5,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2535
HX332986,14/7/5,ROBBERY,ARMED: HANDGUN,STREET,N,N,413
HX332932,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,N,423
HX332939,14/7/5,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,N,N,221
HX333292,14/7/5,THEFT,OVER $500,STREET,N,N,2411
HX333413,14/7/5,THEFT,$500 AND UNDER,RESIDENCE,N,N,811
HX333381,14/7/5,THEFT,$500 AND UNDER,OTHER,N,N,1834
HX333313,14/7/5,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1421
HX333652,14/7/5,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1135
HX333575,14/7/5,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,N,N,934
HX332884,14/7/5,THEFT,OVER $500,STREET,N,N,1024
HX337165,14/7/5,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENTIAL YARD (FRONT/BACK),N,N,1033
HX332883,14/7/5,BATTERY,SIMPLE,STREET,N,N,112
HX333611,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,912
HX333978,14/7/5,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,2533
HX332899,14/7/5,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,1013
HX332920,14/7/5,BATTERY,SIMPLE,STREET,N,N,1132
HX333602,14/7/5,ASSAULT,SIMPLE,RESTAURANT,N,Y,531
HX332887,14/7/5,BATTERY,AGGRAVATED: HANDGUN,STREET,N,N,731
HX332881,14/7/5,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,1131
HX332895,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,913
HX332933,14/7/5,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Y,N,1924
HX332902,14/7/5,SEX OFFENSE,PUBLIC INDECENCY,VACANT LOT/LAND,Y,N,1115
HX332896,14/7/5,OTHER OFFENSE,LICENSE VIOLATION,RESTAURANT,N,N,1112
HX332900,14/7/5,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,1113
HX332901,14/7/5,ROBBERY,AGGRAVATED,SIDEWALK,N,N,932
HX332913,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,Y,Y,924
HX332963,14/7/5,PUBLIC PEACE VIOLATION,MOB ACTION,SIDEWALK,Y,N,814
HX333968,14/7/5,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,1832
HX334239,14/7/5,THEFT,POCKET-PICKING,MOVIE HOUSE/THEATER,N,N,1431
HX333261,14/7/5,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1512
HX333367,14/7/5,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),N,N,1812
HX332952,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,631
HX332973,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,222
HX337437,14/7/5,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,532
HX332965,14/7/5,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,833
HX332925,14/7/5,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,2525
HX332942,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1431
HX332926,14/7/5,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,Y,N,423
HX333009,14/7/5,ASSAULT,SIMPLE,APARTMENT,N,Y,322
HX332999,14/7/5,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,411
HX332971,14/7/5,BATTERY,SIMPLE,SPORTS ARENA/STADIUM,Y,N,132
HX335174,14/7/5,THEFT,OVER $500,STREET,N,N,1433
HX333215,14/7/5,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1234
HX332935,14/7/5,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,N,1622
HX332991,14/7/5,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,Y,N,2412
HX332941,14/7/5,ROBBERY,AGGRAVATED,STREET,N,N,932
HX333015,14/7/5,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,Y,N,1133
HX332959,14/7/5,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1822
HX333205,14/7/5,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1213
HX333372,14/7/5,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,921
HX333764,14/7/5,THEFT,$500 AND UNDER,RESIDENCE,N,N,612
HX333071,14/7/5,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,N,N,1134
HX334983,14/7/5,THEFT,OVER $500,RESIDENCE-GARAGE,N,N,1434
HX333212,14/7/5,BURGLARY,FORCIBLE ENTRY,PARKING LOT/GARAGE(NON.RESID.),N,N,131
HX332979,14/7/5,THEFT,$500 AND UNDER,APARTMENT,N,Y,813
HX333532,14/7/5,THEFT,$500 AND UNDER,STREET,N,N,114
HX333349,14/7/5,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,334
HX343211,14/7/5,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1014
HX332936,14/7/5,THEFT,$500 AND UNDER,TAVERN/LIQUOR STORE,N,N,1924
HX332948,14/7/5,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,Y,N,1723
HX332977,14/7/5,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,Y,1123
HX332949,14/7/5,BATTERY,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,N,N,2515
HX333348,14/7/5,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,221
HX332931,14/7/5,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,Y,N,1113
HX332983,14/7/5,BATTERY,SIMPLE,SIDEWALK,N,N,1431
HX332974,14/7/5,NARCOTICS,POSS: PCP,VACANT LOT/LAND,Y,N,1132
HX332947,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1222
HX332937,14/7/5,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,Y,N,1113
HX332945,14/7/5,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,Y,N,1532
HX332966,14/7/5,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1214
HX332976,14/7/5,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,N,N,714
HX332985,14/7/5,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,Y,N,1412
HX334802,14/7/5,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,N,N,1022
HX333542,14/7/5,THEFT,$500 AND UNDER,STREET,N,N,234
HX333324,14/7/5,THEFT,OVER $500,STREET,N,N,1224
HX332995,14/7/5,BATTERY,SIMPLE,PARK PROPERTY,N,N,1612
HX337775,14/7/5,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1215
HX332946,14/7/5,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,1113
HX332975,14/7/5,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,Y,N,432
HX333399,14/7/5,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,N,N,613
HX333466,14/7/5,THEFT,$500 AND UNDER,PARK PROPERTY,N,N,331
HX333916,14/7/5,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,835
HX332955,14/7/5,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,632
HX333008,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1913
HX333406,14/7/5,BATTERY,SIMPLE,SIDEWALK,N,N,1111
HX335590,14/7/5,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,N,N,1622
HX333119,14/7/5,THEFT,OVER $500,STREET,N,N,1214
HX332987,14/7/5,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,2033
HX333007,14/7/5,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,2023
HX332989,14/7/5,THEFT,OVER $500,STREET,N,N,1223
HX332997,14/7/5,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),Y,Y,2532
HX333082,14/7/6,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1811
HX334751,14/7/6,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,N,N,1022
HX451131,14/7/6,THEFT,FROM BUILDING,OTHER,N,N,2412
HX333583,14/7/6,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1215
HX333426,14/7/6,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,N,N,1622
HX333351,14/7/6,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,522
HX337896,14/7/6,THEFT,$500 AND UNDER,,N,N,1233
HX333132,14/7/6,THEFT,$500 AND UNDER,APARTMENT,N,N,1235
HX336716,14/7/6,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,2521
HX332994,14/7/6,BATTERY,SIMPLE,APARTMENT,N,N,1123
HX350766,14/7/6,CRIM SEXUAL ASSAULT,PREDATORY,SCHOOL| PUBLIC| BUILDING,N,N,622
HX335785,14/7/6,THEFT,OVER $500,STREET,N,N,434
HX334723,14/7/6,THEFT,$500 AND UNDER,RESIDENCE,N,Y,915
HX333092,14/7/6,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1631
HX333272,14/7/6,THEFT,POCKET-PICKING,CTA TRAIN,N,N,113
HX333056,14/7/6,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,Y,Y,612
HX333595,14/7/6,THEFT,$500 AND UNDER,BAR OR TAVERN,N,N,1831
HX332990,14/7/6,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,2233
HX333022,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1511
HX333035,14/7/6,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,N,414
HX333116,14/7/6,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,N,333
HX333014,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,324
HX333290,14/7/6,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,N,N,532
HX333649,14/7/6,ASSAULT,SIMPLE,STREET,N,N,724
HX333011,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,N,1633
HX333031,14/7/6,ASSAULT,SIMPLE,SIDEWALK,Y,N,624
HX333017,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1135
HX333088,14/7/6,ASSAULT,SIMPLE,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,1654
HX333038,14/7/6,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,N,N,1524
HX333027,14/7/6,NARCOTICS,POSS: SYNTHETIC DRUGS,ALLEY,Y,N,1114
HX333064,14/7/6,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,331
HX333074,14/7/6,BATTERY,SIMPLE,STREET,Y,N,1421
HX333296,14/7/6,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1225
HX333045,14/7/6,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,N,N,824
HX333070,14/7/6,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,433
HX333073,14/7/6,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,N,N,1923
HX333772,14/7/6,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,N,Y,923
HX333032,14/7/6,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,1012
HX333055,14/7/6,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,N,N,1532
HX333024,14/7/6,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1923
HX333034,14/7/6,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1433
HX333165,14/7/6,BATTERY,SIMPLE,APARTMENT,N,N,1125
HX330587,14/7/6,HOMICIDE,FIRST DEGREE MURDER,STREET,Y,N,726
HX333042,14/7/6,ASSAULT,SIMPLE,APARTMENT,N,N,1533
HX333044,14/7/6,BATTERY,SIMPLE,STREET,Y,N,1125
HX333135,14/7/6,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Y,N,215
HX333053,14/7/6,NARCOTICS,POSS: CRACK,ALLEY,Y,N,932
HX333112,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,N,1122
HX336506,14/7/6,THEFT,OVER $500,STREET,N,N,434
HX333478,14/7/6,THEFT,$500 AND UNDER,STREET,N,N,1033
HX333867,14/7/6,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,922
HX334064,14/7/6,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1125
HX333807,14/7/6,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,221
HX333584,14/7/6,THEFT,OVER $500,SIDEWALK,N,N,1924
HX333356,14/7/6,THEFT,$500 AND UNDER,STREET,N,N,1934
HX333298,14/7/6,THEFT,OVER $500,RESIDENCE,N,N,2013
HX333081,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1122
HX333046,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,1513
HX333161,14/7/6,THEFT,OVER $500,STREET,N,N,1214
HX333270,14/7/6,ROBBERY,STRONGARM - NO WEAPON,STREET,N,N,321
HX333050,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,921
HX333060,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,922
HX337049,14/7/6,THEFT,OVER $500,RESIDENCE,N,N,212
HX333094,14/7/6,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,N,N,414
HX333057,14/7/6,NARCOTICS,POSS: CRACK,ALLEY,Y,N,1122
HX333013,14/7/6,HOMICIDE,FIRST DEGREE MURDER,AUTO,N,N,1913
HX333047,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,225
HX333078,14/7/6,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,Y,N,1614
HX334704,14/7/6,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),N,N,613
HX333068,14/7/6,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,N,N,1631
HX333075,14/7/6,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1122
HX333061,14/7/6,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,Y,Y,331
HX333076,14/7/6,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,N,1011
HX333067,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1833
HX339083,14/7/6,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,2423
HX333521,14/7/6,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1022
HX333719,14/7/6,THEFT,$500 AND UNDER,STREET,N,N,2012
HX333101,14/7/6,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,N,N,321
HX333125,14/7/6,BATTERY,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,N,N,1924
HX333317,14/7/6,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,331
HX333469,14/7/6,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,811
HX333080,14/7/6,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,Y,N,2011
HX333085,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,932
HX333090,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1133
HX333079,14/7/6,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,431
HX333106,14/7/6,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,N,N,1024
HX333083,14/7/6,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1122
